"Date","Price","Open","High","Low","Vol.","Change %"
"30-01-2023","13,076.85","13,096.45","13,164.25","12,959.65","54.69M","-0.10%"
"27-01-2023","13,089.70","13,105.85","13,278.85","12,912.20","111.19M","1.02%"
"25-01-2023","12,957.15","12,986.50","13,030.30","12,895.35","55.38M","-0.03%"
"24-01-2023","12,960.85","12,840.40","12,976.50","12,818.80","49.98M","1.28%"
"23-01-2023","12,797.05","12,748.15","12,845.25","12,700.40","35.02M","0.83%"
"20-01-2023","12,691.70","12,775.75","12,794.15","12,673.80","59.55M","-0.56%"
"19-01-2023","12,763.00","12,775.60","12,803.50","12,743.55","31.40M","-0.43%"
"18-01-2023","12,817.60","12,827.35","12,835.55","12,759.95","33.94M","-0.03%"
"17-01-2023","12,821.85","12,769.00","12,835.25","12,705.70","64.30M","0.57%"
"16-01-2023","12,748.80","12,861.25","12,892.25","12,694.85","33.40M","-0.65%"
"13-01-2023","12,832.40","12,797.50","12,883.90","12,724.05","58.47M","0.49%"
"12-01-2023","12,769.40","12,786.95","12,807.70","12,703.25","40.09M","0.13%"
"11-01-2023","12,753.05","12,856.05","12,865.90","12,714.70","50.10M","-0.52%"
"10-01-2023","12,819.10","12,844.40","12,906.60","12,769.45","103.74M","0.28%"
"09-01-2023","12,783.00","12,706.65","12,810.45","12,694.35","46.26M","1.23%"
"06-01-2023","12,627.80","12,656.90","12,689.00","12,597.75","30.51M","-0.23%"
"05-01-2023","12,656.65","12,555.55","12,668.35","12,507.45","33.14M","1.16%"
"04-01-2023","12,512.05","12,622.80","12,631.20","12,467.80","39.67M","-0.81%"
"03-01-2023","12,614.75","12,664.15","12,687.45","12,583.75","30.87M","-0.42%"
"02-01-2023","12,667.75","12,636.60","12,685.10","12,604.45","42.72M","0.44%"
"30-12-2022","12,611.70","12,700.00","12,700.05","12,593.20","30.46M","-0.18%"
"29-12-2022","12,634.60","12,537.75","12,705.75","12,456.45","41.72M","0.23%"
"28-12-2022","12,605.45","12,500.75","12,639.25","12,470.20","41.99M","0.66%"
"27-12-2022","12,522.75","12,483.00","12,567.50","12,409.40","45.77M","0.86%"
"26-12-2022","12,415.40","12,244.40","12,488.70","12,140.70","48.14M","1.47%"
"23-12-2022","12,236.00","12,452.60","12,474.50","12,213.55","62.87M","-2.54%"
"22-12-2022","12,554.70","12,721.15","12,765.20","12,511.90","58.01M","-1.11%"
"21-12-2022","12,695.45","12,909.65","12,951.40","12,633.10","59.07M","-1.43%"
"20-12-2022","12,879.40","12,948.45","12,948.45","12,768.10","43.61M","-0.77%"
"19-12-2022","12,978.80","12,783.60","12,995.10","12,715.35","46.63M","1.59%"
"16-12-2022","12,775.25","12,860.70","12,908.20","12,702.70","84.07M","-1.07%"
"15-12-2022","12,912.90","13,000.35","13,037.75","12,890.70","34.32M","-0.70%"
"14-12-2022","13,004.10","12,977.40","13,010.05","12,949.50","46.34M","0.57%"
"13-12-2022","12,931.00","12,921.50","12,967.35","12,905.00","37.67M","0.44%"
"12-12-2022","12,874.35","12,865.75","12,931.30","12,767.75","34.16M","0.04%"
"09-12-2022","12,869.40","12,963.65","13,009.75","12,764.65","38.55M","-0.30%"
"08-12-2022","12,908.15","12,899.10","12,934.00","12,846.45","37.00M","0.29%"
"07-12-2022","12,870.65","12,981.50","12,990.75","12,855.00","38.53M","-0.80%"
"06-12-2022","12,973.80","12,963.30","12,985.05","12,912.70","22.91M","-0.26%"
"05-12-2022","13,007.55","13,071.60","13,075.30","12,972.30","28.23M","-0.30%"
"02-12-2022","13,046.35","13,137.00","13,166.10","13,024.85","32.97M","-1.10%"
"01-12-2022","13,191.75","13,295.95","13,295.95","13,162.25","28.40M","-0.30%"
"30-11-2022","13,231.85","13,037.50","13,280.10","13,021.90","94.08M","1.72%"
"29-11-2022","13,007.65","13,048.70","13,088.60","12,979.40","26.75M","-0.22%"
"28-11-2022","13,036.40","12,963.60","13,101.45","12,950.60","30.35M","0.61%"
"25-11-2022","12,958.00","12,884.50","12,996.85","12,828.45","37.92M","0.88%"
"24-11-2022","12,845.60","12,827.55","12,864.90","12,781.15","21.63M","0.55%"
"23-11-2022","12,774.75","12,809.25","12,835.20","12,762.85","19.34M","0.23%"
"22-11-2022","12,745.50","12,712.00","12,765.85","12,694.60","25.38M","0.39%"
"21-11-2022","12,696.10","12,738.00","12,777.70","12,668.30","32.92M","-0.62%"
"18-11-2022","12,774.90","12,929.25","12,957.80","12,717.40","31.52M","-1.18%"
"17-11-2022","12,927.40","13,046.20","13,066.55","12,904.05","40.44M","-1.36%"
"16-11-2022","13,105.95","13,148.55","13,220.90","13,043.25","27.34M","-0.38%"
"15-11-2022","13,155.55","13,086.80","13,190.55","13,074.50","34.80M","0.64%"
"14-11-2022","13,071.40","13,108.10","13,147.00","13,035.90","54.99M","0.23%"
"11-11-2022","13,040.90","13,254.45","13,280.80","13,003.20","69.55M","-0.30%"
"10-11-2022","13,080.75","13,282.95","13,282.95","13,033.95","43.10M","-1.95%"
"09-11-2022","13,341.40","13,544.75","13,544.90","13,308.20","42.40M","-0.76%"
"07-11-2022","13,443.90","13,336.00","13,460.90","13,316.45","35.34M","1.30%"
"04-11-2022","13,271.70","13,283.75","13,336.80","13,228.75","34.08M","0.07%"
"03-11-2022","13,262.65","13,265.45","13,410.30","13,223.40","32.76M","-0.42%"
"02-11-2022","13,318.25","13,438.05","13,449.95","13,264.25","28.52M","-0.74%"
