"Date","Price","Open","High","Low","Vol.","Change %"
"30-03-2022","13,745.60","13,831.35","13,840.90","13,703.35","21.25M","-0.19%"
"29-03-2022","13,771.40","13,602.95","13,791.70","13,564.05","22.73M","1.54%"
"28-03-2022","13,562.25","13,642.20","13,722.05","13,491.90","20.96M","-0.33%"
"25-03-2022","13,607.05","13,771.80","13,785.65","13,530.30","19.67M","-0.86%"
"24-03-2022","13,724.50","13,501.90","13,783.45","13,474.60","27.35M","1.14%"
"23-03-2022","13,569.65","13,582.45","13,725.15","13,541.45","24.96M","0.42%"
"22-03-2022","13,513.15","13,554.50","13,577.75","13,400.90","20.48M","-0.27%"
"21-03-2022","13,549.55","13,632.10","13,749.40","13,530.90","30.97M","0.03%"
"17-03-2022","13,546.05","13,439.65","13,566.15","13,436.35","26.58M","1.28%"
"16-03-2022","13,374.50","13,446.50","13,447.30","13,256.10","17.91M","0.42%"
"15-03-2022","13,318.85","13,358.60","13,556.10","13,250.10","30.22M","-0.25%"
"14-03-2022","13,351.90","13,420.35","13,452.40","13,315.10","25.30M","-0.35%"
"11-03-2022","13,399.00","13,073.65","13,426.50","13,031.10","41.68M","2.46%"
"10-03-2022","13,077.05","13,170.55","13,227.10","13,041.55","22.65M","0.14%"
"09-03-2022","13,059.25","12,929.75","13,130.50","12,864.30","29.24M","1.67%"
"08-03-2022","12,844.85","12,534.00","12,873.75","12,524.85","28.37M","2.38%"
"07-03-2022","12,546.85","12,436.75","12,570.70","12,290.90","20.41M","-0.42%"
"04-03-2022","12,600.15","12,558.50","12,731.05","12,478.10","22.70M","-0.34%"
"03-03-2022","12,643.75","12,793.60","12,815.30","12,617.15","19.83M","-0.36%"
"02-03-2022","12,689.55","12,841.25","12,938.85","12,637.80","30.30M","-1.84%"
"28-02-2022","12,927.60","12,807.40","12,946.20","12,707.90","33.55M","0.22%"
"25-02-2022","12,899.85","12,622.85","12,925.50","12,593.10","20.88M","3.20%"
"24-02-2022","12,500.10","12,677.75","12,808.70","12,467.90","28.14M","-3.67%"
"23-02-2022","12,976.30","13,010.90","13,077.65","12,952.50","14.99M","0.17%"
"22-02-2022","12,954.50","12,807.30","12,976.35","12,768.45","20.83M","-0.58%"
"21-02-2022","13,029.90","13,168.40","13,221.60","12,999.25","15.61M","-1.35%"
"18-02-2022","13,208.80","13,303.75","13,303.75","13,189.50","19.84M","-0.87%"
"17-02-2022","13,324.40","13,472.15","13,475.75","13,310.00","17.71M","-0.75%"
"16-02-2022","13,425.10","13,421.05","13,519.75","13,332.70","18.24M","0.51%"
"15-02-2022","13,356.90","13,192.95","13,368.10","13,162.55","27.03M","0.79%"
"14-02-2022","13,252.15","13,334.60","13,482.70","13,218.25","27.99M","-1.91%"
"11-02-2022","13,510.30","13,524.90","13,583.25","13,452.80","27.30M","-0.75%"
"10-02-2022","13,613.05","13,602.80","13,646.50","13,505.85","29.50M","0.32%"
"09-02-2022","13,570.30","13,467.40","13,612.20","13,447.10","17.37M","0.93%"
"08-02-2022","13,444.70","13,390.70","13,508.55","13,318.20","27.91M","0.47%"
"07-02-2022","13,381.70","13,569.15","13,590.55","13,313.50","23.25M","-1.46%"
"04-02-2022","13,580.30","13,637.85","13,688.55","13,554.40","23.54M","-0.27%"
"03-02-2022","13,617.60","13,656.85","13,667.05","13,561.25","21.41M","-0.19%"
"02-02-2022","13,643.65","13,517.20","13,656.95","13,484.20","23.50M","1.23%"
"01-02-2022","13,477.50","13,280.05","13,495.00","13,222.70","30.35M","2.26%"
"31-01-2022","13,179.90","13,081.10","13,260.65","13,068.85","28.89M","1.52%"
"28-01-2022","12,983.05","12,850.85","13,208.80","12,834.20","35.24M","1.05%"
"27-01-2022","12,847.90","12,973.80","12,981.00","12,767.40","39.92M","-1.87%"
"25-01-2022","13,092.10","12,910.30","13,120.45","12,776.00","25.17M","0.72%"
"24-01-2022","12,998.60","13,225.10","13,238.60","12,846.55","34.61M","-1.85%"
"21-01-2022","13,243.05","13,409.65","13,417.60","13,150.70","29.97M","-1.57%"
"20-01-2022","13,454.90","13,695.90","13,712.75","13,415.75","18.49M","-1.66%"
"19-01-2022","13,682.70","13,701.05","13,726.25","13,536.20","27.75M","-0.11%"
"18-01-2022","13,697.60","13,887.20","13,962.90","13,676.80","27.50M","-1.19%"
"17-01-2022","13,862.45","13,954.75","13,970.15","13,819.70","29.06M","-0.73%"
"14-01-2022","13,964.15","14,024.55","14,082.85","13,935.65","29.36M","-0.62%"
"13-01-2022","14,051.15","13,856.50","14,097.45","13,843.60","26.48M","1.57%"
"12-01-2022","13,833.70","13,935.20","13,939.25","13,765.25","18.42M","-0.15%"
"11-01-2022","13,854.25","13,881.70","13,974.60","13,834.15","21.84M","-0.03%"
"10-01-2022","13,858.95","13,896.05","13,905.40","13,800.40","22.79M","0.01%"
"07-01-2022","13,857.95","13,949.90","13,961.75","13,841.95","13.70M","-0.39%"
"06-01-2022","13,912.25","13,988.50","14,066.80","13,878.30","15.18M","-0.63%"
"05-01-2022","13,999.85","14,090.30","14,136.15","13,968.95","21.53M","-0.29%"
